WGS84,Everest_1956 IND-I -  Indian  Everest (India 1956) : India And Nepal,12,12,12,11.999963,11.999894,354.481314
WGS84,Everest_Pakistan IND-P  Everest(Pakistan) :Pakistan,12,12,12,11.999966,11.999903,373.981391
Everest_1956 IND-I -  Indian  Everest (India 1956) : India And Nepal,WGS84,45,78,50,44.999971,77.99997,40.068882
Everest_1956 IND-I -  Indian  Everest (India 1956) : India And Nepal,WGS84,12,12,12,12.000037,12.000106,-330.483144
